SEGMENTO_PAIS|TIPO_DOCUMENTO|NUMERO_IDENTIFICACION_FISCAL|RAZON_SOCIAL|SUNAT_ESTADO_RUC|SUNAT_ESTADO_CONTRIBUYENTE|SUNAT_DEPARTAMENTO|SUNAT_PROVINCIA|SUNAT_DISTRITO|NUMERO_CELULAR
SEGMENTO_004|RUC|2052036896|CLIENT_00239|HABIDO|ACTIVO|LIMA|Lima|La Victoria|942364407
SEGMENTO_004|RUC|2081251090|CLIENT_00501|HABIDO|ACTIVO|LIMA|Lima|Santiago de Surco|914170204
SEGMENTO_002|RUC|2006954009|CLIENT_00108|HABIDO|ACTIVO|LIMA|Lima|San Borja|915116933
SEGMENTO_004|RUC|2045976976|CLIENT_00651|HABIDO|ACTIVO|APURIMAC|Abancay|Abancay|917984573
SEGMENTO_004|RUC|2068641471|CLIENT_00978|HABIDO|BAJA PROV. POR OFICI|LIMA|Lima|Ate|915120824
SEGMENTO_004|RUC|2071743172|CLIENT_00958|HABIDO|ACTIVO|AREQUIPA|Arequipa|Jacobo Hunter|910096473
SEGMENTO_002|RUC|2051562677|CLIENT_00360|HABIDO|ACTIVO|LA LIBERTAD|Trujillo|Trujillo|942101068
SEGMENTO_004|RUC|2028858667|CLIENT_00821|HABIDO|ACTIVO|LIMA|Lima|Santiago de Surco|944159768
SEGMENTO_004|RUC|2061098744|CLIENT_00011|NO HABIDO|ACTIVO|LIMA|Lima|Surquillo|910726956
SEGMENTO_004|RUC|2066685881|CLIENT_00643|HABIDO|ACTIVO|CUSCO|Cusco|Cusco|925754590
SEGMENTO_004|RUC|2040229066|CLIENT_00138|HABIDO|ACTIVO|LIMA|Lima|San Luis|902488980
SEGMENTO_004|RUC|2033295502|CLIENT_00513|HABIDO|ACTIVO|LIMA|Lima|San Borja|910947876
SEGMENTO_004|RUC|2052142070|CLIENT_00503|HABIDO|ACTIVO|LIMA|Lima|Carabayllo|920441026
SEGMENTO_004|RUC|2062894104|CLIENT_00158|HABIDO|ACTIVO|LIMA|Lima|El Agustino|937039915
SEGMENTO_004|RUC|2012438665|CLIENT_00737|HABIDO|ACTIVO|PIURA|Talara|Mancora|942790719
SEGMENTO_004|RUC|2092010368|CLIENT_00983|HABIDO|ACTIVO|PUNO|Puno|Puno|946624176
SEGMENTO_004|RUC|2072848023|CLIENT_00945|HABIDO|ACTIVO|LIMA|Lima|Carabayllo|931281366
SEGMENTO_004|RUC|2033591606|CLIENT_00518|HABIDO|ACTIVO|LIMA|Lima|Santiago de Surco|947132891
SEGMENTO_004|RUC|2043525526|CLIENT_00979|HABIDO|ACTIVO|LIMA|Lima|Miraflores|946616112
SEGMENTO_002|RUC|2027825543|CLIENT_00857|HABIDO|ACTIVO|LIMA|Lima|San Isidro|928139674
SEGMENTO_004|RUC|1002436750|CLIENT_00326|HABIDO|ACTIVO|HUANUCO|Huánuco|Huanuco|925722291
SEGMENTO_004|RUC|2078721881|CLIENT_00115|HABIDO|ACTIVO|LIMA|Lima|Surquillo|944321924
SEGMENTO_004|RUC|2052763268|CLIENT_00035|HABIDO|ACTIVO|AREQUIPA|Arequipa|Arequipa|936974428
SEGMENTO_004|RUC|2030078470|CLIENT_00905|HABIDO|ACTIVO|LIMA|Lima|Santiago de Surco|947029951
SEGMENTO_004|RUC|2011477272|CLIENT_00677|HABIDO|ACTIVO|LIMA|Lima|Santiago de Surco|902902421
SEGMENTO_004|RUC|2006969490|CLIENT_00418|HABIDO|ACTIVO|PIURA|Piura|Piura|914564942
SEGMENTO_004|RUC|2061989491|CLIENT_00986|HABIDO|ACTIVO|LIMA|Lima|Santiago de Surco|944511350
SEGMENTO_004|RUC|2021705119|CLIENT_00201|HABIDO|ACTIVO|CAJAMARCA|Cajamarca|Cajamarca|910492656
SEGMENTO_004|RUC|2024906192|CLIENT_00412|HABIDO|ACTIVO|SAN MARTIN|San Martín|Tarapoto|944259633
SEGMENTO_004|RUC|2080221488|CLIENT_00213|HABIDO|ACTIVO|LIMA|Lima|Pueblo Libre|942836432
SEGMENTO_004|RUC|2042009956|CLIENT_00165|HABIDO|ACTIVO|LIMA|Lima|Santa Anita|944161783
SEGMENTO_004|RUC|2007367776|CLIENT_00411|HABIDO|ACTIVO|LIMA|Lima|San Juan de Miraflores|920722522
SEGMENTO_004|RUC|2027876144|CLIENT_00343|HABIDO|ACTIVO|LIMA|Lima|Independencia|916073174
SEGMENTO_002|RUC|2003418714|CLIENT_00435|HABIDO|ACTIVO|LIMA|Lima|San Isidro|928778044
SEGMENTO_004|RUC|2098283606|CLIENT_00347|HABIDO|BAJA DE OFICIO|LIMA|Lima|Comas|925264188
SEGMENTO_004|RUC|2059955585|CLIENT_00200|HABIDO|ACTIVO|ICA|Ica|Ica|902488505
SEGMENTO_004|RUC|2050836779|CLIENT_00070|HABIDO|ACTIVO|LIMA|Lima|Santiago de Surco|915672959
SEGMENTO_004|RUC|2000954519|CLIENT_00989|HABIDO|ACTIVO|LIMA|Lima|Lima|925912187
SEGMENTO_004|RUC|2057768570|CLIENT_00068|HABIDO|ACTIVO|LIMA|Lima|Lima|917920826
SEGMENTO_004|RUC|2088087892|CLIENT_00301|HABIDO|ACTIVO|LIMA|Lima|Miraflores|928284063
SEGMENTO_004|RUC|2016185603|CLIENT_00221|HABIDO|BAJA DE OFICIO|JUNIN|Huancayo|Huancayo|920353021
SEGMENTO_004|RUC|2038523791|CLIENT_00595|HABIDO|ACTIVO|LIMA|Lima|La Molina|916701822
SEGMENTO_004|RUC|2005090949|CLIENT_00830|HABIDO|ACTIVO|AREQUIPA|Arequipa|Miraflores|940931629
SEGMENTO_003|RUC|2074885080|CLIENT_00308|HABIDO|ACTIVO|PASCO|Pasco|Yanacancha|920757731
SEGMENTO_004|RUC|2012285306|CLIENT_00349|NO HABIDO|BAJA DE OFICIO|LIMA|Lima|Lima|961073192
SEGMENTO_004|RUC|2031307595|CLIENT_00876|HABIDO|ACTIVO|CUSCO|Urubamba|Ollantaytambo|945592140
SEGMENTO_004|RUC|2062644804|CLIENT_00156|HABIDO|ACTIVO|CAJAMARCA|Jaén|Jaén|914143114
SEGMENTO_004|RUC|2091901431|CLIENT_00297|HABIDO|ACTIVO|CUSCO|Cusco|Cusco|940121385
SEGMENTO_004|RUC|2052084350|CLIENT_00841|HABIDO|ACTIVO|LA LIBERTAD|Trujillo|Trujillo|946353490
SEGMENTO_004|RUC|2001625741|CLIENT_00222|NO HABIDO|BAJA DE OFICIO|LAMBAYEQUE|Chiclayo|Chiclayo|914004813
SEGMENTO_004|RUC|2066690205|CLIENT_00259|HABIDO|ACTIVO|LIMA|Lima|Lurin|936695902
SEGMENTO_004|RUC|2077608678|CLIENT_00105|HABIDO|ACTIVO|PASCO|Oxapampa|Villa Rica|925086261
SEGMENTO_002|RUC|2001476166|CLIENT_00915|HABIDO|ACTIVO|LIMA|Lima|Santiago de Surco|902449006
SEGMENTO_004|RUC|2001938901|CLIENT_00457|HABIDO|ACTIVO|LIMA|Lima|Villa El Salvador|910528215
SEGMENTO_004|RUC|2098217998|CLIENT_00516|HABIDO|ACTIVO|CALLAO|Prov. Const. del Callao|Callao|914304195
SEGMENTO_004|RUC|2032635276|CLIENT_00664|HABIDO|ACTIVO|CAJAMARCA|Chota|Chota|910463046
SEGMENTO_004|RUC|2003970000|CLIENT_00085|HABIDO|SUSPENSION TEMPORAL|LIMA|Lima|Miraflores|941127225
SEGMENTO_004|RUC|2074525786|CLIENT_00733|HABIDO|ACTIVO|PUNO|San Román|Juliaca|910155625
SEGMENTO_004|RUC|2035877410|CLIENT_00432|HABIDO|BAJA DE OFICIO|PIURA|Piura|Piura|929060389
SEGMENTO_004|RUC|2021652039|CLIENT_00067|HABIDO|ACTIVO|LA LIBERTAD|Trujillo|Trujillo|901118459
SEGMENTO_004|RUC|2000507960|CLIENT_00943|HABIDO|ACTIVO|LA LIBERTAD|Ascope|Paijan|942098620
SEGMENTO_004|RUC|2023554395|CLIENT_00492|HABIDO|BAJA DE OFICIO|PIURA|Piura|Piura|944652381
SEGMENTO_004|RUC|2093387336|CLIENT_00580|HABIDO|ACTIVO|LIMA|Lima|San Juan de Miraflores|920596075
SEGMENTO_004|RUC|2014689387|CLIENT_00420|HABIDO|ACTIVO|LIMA|Lima|Miraflores|936639262
SEGMENTO_004|RUC|2006563540|CLIENT_00639|HABIDO|ACTIVO|ANCASH|Huaraz|Huaraz|942245602
SEGMENTO_004|RUC|2089896350|CLIENT_00217|HABIDO|ACTIVO|LIMA|Lima|Los Olivos|915651996
SEGMENTO_002|RUC|2069121500|CLIENT_00717|HABIDO|ACTIVO|LIMA|Lima|Magdalena del Mar|901344645
SEGMENTO_004|RUC|2051682890|CLIENT_00374|HABIDO|ACTIVO|ANCASH|Santa|Chimbote|936887130
SEGMENTO_004|RUC|2050748661|CLIENT_00587|HABIDO|BAJA DE OFICIO|LIMA|Lima|Santa Anita|901487287
SEGMENTO_004|RUC|2080795747|CLIENT_00687|HABIDO|ACTIVO|LIMA|Lima|Chorrillos|916760455
SEGMENTO_002|RUC|2003858294|CLIENT_00954|HABIDO|ACTIVO|LIMA|Lima|Lurigancho|930099999
SEGMENTO_004|RUC|2058024554|CLIENT_00604|HABIDO|ACTIVO|LIMA|Lima|Los Olivos|915134179
SEGMENTO_004|RUC|2078726535|CLIENT_00097|HABIDO|BAJA DE OFICIO|LIMA|Lima|Ate|945981378
SEGMENTO_004|RUC|2067095729|CLIENT_00388|HABIDO|ACTIVO|LA LIBERTAD|Trujillo|Trujillo|902632330
SEGMENTO_004|RUC|2005459584|CLIENT_00291|HABIDO|ACTIVO|LORETO|Maynas|Iquitos|946995670
SEGMENTO_004|RUC|2067392845|CLIENT_00917|HABIDO|ACTIVO|LIMA|Lima|Ate|936051234
SEGMENTO_002|RUC|2053276369|CLIENT_00932|HABIDO|ACTIVO|SAN MARTIN|San Martín|Tarapoto|940781233
SEGMENTO_004|RUC|2012895360|CLIENT_00264|HABIDO|ACTIVO|LORETO|Maynas|Punchana|928114437
SEGMENTO_004|RUC|2078944293|CLIENT_00812|HABIDO|ACTIVO|TACNA|Tacna|Tacna|920150964
SEGMENTO_002|RUC|2098929554|CLIENT_00413|HABIDO|ACTIVO|LIMA|Lima|Miraflores|947729559
SEGMENTO_004|RUC|2090077848|CLIENT_00372|HABIDO|ACTIVO|TUMBES|Tumbes|Tumbes|925396648
SEGMENTO_004|RUC|2044541341|CLIENT_00399|HABIDO|SUSPENSION TEMPORAL|ANCASH|Casma|Casma|917440296
SEGMENTO_004|RUC|2055840070|CLIENT_00557|HABIDO|ACTIVO|LIMA|Lima|Miraflores|937997298
SEGMENTO_004|RUC|2043931605|CLIENT_00834|HABIDO|ACTIVO|JUNIN|Huancayo|El Tambo|915769424
SEGMENTO_004|RUC|2080123968|CLIENT_00281|HABIDO|ACTIVO|LIMA|Lima|San Borja|920140813
SEGMENTO_004|RUC|2033213127|CLIENT_00483|HABIDO|BAJA PROV. POR OFICI|LIMA|Lima|Los Olivos|945383579
SEGMENTO_004|RUC|2054376441|CLIENT_00416|HABIDO|SUSPENSION TEMPORAL|PIURA|Sullana|Sullana|961125907
SEGMENTO_004|RUC|2088901543|CLIENT_00185|HABIDO|ACTIVO|UCAYALI|Coronel Portillo|Yarinacocha|947127530
SEGMENTO_004|RUC|2004792943|CLIENT_00818|HABIDO|ACTIVO|LIMA|Lima|Surquillo|917224328
SEGMENTO_004|RUC|2050012017|CLIENT_00285|HABIDO|ACTIVO|LIMA|Lima|Breña|901408418
SEGMENTO_004|RUC|2093804116|CLIENT_00577|HABIDO|ACTIVO|LIMA|Lima|La Victoria|929360358
SEGMENTO_004|RUC|2010229419|CLIENT_00940|HABIDO|ACTIVO|LIMA|Lima|Barranco|914432844
SEGMENTO_004|RUC|1048743727|CLIENT_00498|HABIDO|ACTIVO|LA LIBERTAD|Trujillo|El Porvenir|914436850
SEGMENTO_004|RUC|1031024653|CLIENT_00975|HABIDO|ACTIVO|LA LIBERTAD|Trujillo|Trujillo|902474204
SEGMENTO_004|RUC|2035992313|CLIENT_00793|HABIDO|ACTIVO|JUNIN|Yauli|Morococha|930733808
SEGMENTO_004|RUC|2016965059|CLIENT_00391|HABIDO|ACTIVO|SAN MARTIN|San Martín|La Banda de Shilcayo|930727403
SEGMENTO_004|RUC|2098378939|CLIENT_00598|HABIDO|ACTIVO|LIMA|Lima|Santiago de Surco|914766687
SEGMENTO_004|RUC|2028381006|CLIENT_00481|HABIDO|ACTIVO|JUNIN|Huancayo|Chilca|947783771
SEGMENTO_004|RUC|2033412319|CLIENT_00995|HABIDO|ACTIVO|CUSCO|Cusco|Wanchaq|930451224
SEGMENTO_004|RUC|2061945853|CLIENT_00964|HABIDO|ACTIVO|AREQUIPA|Arequipa|Arequipa|947999991
SEGMENTO_004|RUC|2026820794|CLIENT_00028|HABIDO|ACTIVO|LIMA|Lima|Lurigancho|910522437
SEGMENTO_004|RUC|2082618416|CLIENT_00083|HABIDO|BAJA DE OFICIO|AREQUIPA|Arequipa|La Joya|937071043
SEGMENTO_004|RUC|2021717009|CLIENT_00572|HABIDO|ACTIVO|JUNIN|Huancayo|El Tambo|917695392
SEGMENTO_004|RUC|2066854509|CLIENT_00619|HABIDO|ACTIVO|LIMA|Lima|Miraflores|915466571
SEGMENTO_004|RUC|2086870606|CLIENT_00742|HABIDO|ACTIVO|LIMA|Lima|San Juan de Lurigancho|931667897
SEGMENTO_004|RUC|2048682270|CLIENT_00300|HABIDO|ACTIVO|LIMA|Lima|Pachacamac|915724203
SEGMENTO_002|RUC|2039530710|CLIENT_00063|HABIDO|ACTIVO|UCAYALI|Coronel Portillo|Calleria|902483791
SEGMENTO_004|RUC|2031981897|CLIENT_00248|HABIDO|ACTIVO|LIMA|Lima|San Borja|961417921
SEGMENTO_004|RUC|2090896108|CLIENT_00183|HABIDO|ACTIVO|LA LIBERTAD|Trujillo|El Porvenir|941360529
SEGMENTO_004|RUC|2046058498|CLIENT_00633|HABIDO|ACTIVO|LIMA|Lima|San Isidro|930377117
SEGMENTO_004|RUC|2010061458|CLIENT_00524|HABIDO|ACTIVO|LIMA|Lima|San Miguel|945280741
SEGMENTO_004|RUC|2060001107|CLIENT_00314|HABIDO|ACTIVO|LIMA|Lima|Los Olivos|946427305
SEGMENTO_004|RUC|2040008808|CLIENT_00209|HABIDO|ACTIVO|PIURA|Sullana|Ignacio Escudero|925091068
SEGMENTO_004|RUC|2043931649|CLIENT_00311|HABIDO|ACTIVO|LIMA|Lima|San Juan de Lurigancho|910808490
SEGMENTO_004|RUC|2021250702|CLIENT_00176|HABIDO|ACTIVO|LIMA|Lima|Magdalena del Mar|941356152
SEGMENTO_004|RUC|2022543695|CLIENT_00820|HABIDO|ACTIVO|LIMA|Lima|El Agustino|942724514
SEGMENTO_004|RUC|2031853028|CLIENT_00531|HABIDO|ACTIVO|LIMA|Lima|Los Olivos|940588807
SEGMENTO_004|RUC|2068178034|CLIENT_00379|HABIDO|BAJA DE OFICIO|LIMA|Lima|Villa El Salvador|914929468
SEGMENTO_004|RUC|2008371952|CLIENT_00582|HABIDO|ACTIVO|TACNA|Tacna|Tacna|930517867
SEGMENTO_004|RUC|2003554480|CLIENT_00842|HABIDO|BAJA PROV. POR OFICI|LIMA|Lima|Santiago de Surco|945551088
SEGMENTO_004|RUC|2063005127|CLIENT_00354|HABIDO|ACTIVO|SAN MARTIN|San Martín|Tarapoto|914799192
SEGMENTO_004|RUC|2017937229|CLIENT_00299|HABIDO|ACTIVO|LIMA|Lima|Jesús María|942824456
SEGMENTO_004|RUC|1003385935|CLIENT_00953|HABIDO|ACTIVO|LIMA|Lima|San Isidro|930040194
SEGMENTO_004|RUC|2044354863|CLIENT_00913|HABIDO|ACTIVO|LIMA|Lima|Lince|920712307
SEGMENTO_004|RUC|2009780710|CLIENT_00275|HABIDO|ACTIVO|CALLAO|Prov. Const. del Callao|Callao|901347946
SEGMENTO_004|RUC|2011487576|CLIENT_00046|HABIDO|ACTIVO|LIMA|Lima|Magdalena del Mar|914522412
SEGMENTO_004|RUC|2063540669|CLIENT_00684|HABIDO|ACTIVO|LIMA|Lima|Comas|914981163
SEGMENTO_004|RUC|2002061694|CLIENT_00005|HABIDO|SUSPENSION TEMPORAL|CAJAMARCA|Cajamarca|Cajamarca|928635159
SEGMENTO_004|RUC|2051609298|CLIENT_00844|HABIDO|ACTIVO|LIMA|Lima|Punta Hermosa|931308213
SEGMENTO_002|RUC|2056940528|CLIENT_00704|HABIDO|ACTIVO|LIMA|Lima|San Isidro|931761713
SEGMENTO_004|RUC|2016792398|CLIENT_00998|HABIDO|ACTIVO|LIMA|Lima|La Molina|916454237
SEGMENTO_004|RUC|2070410790|CLIENT_00505|HABIDO|ACTIVO|TACNA|Tacna|Tacna|946281341
SEGMENTO_004|RUC|2068423196|CLIENT_00030|HABIDO|ACTIVO|ANCASH|Santa|Chimbote|914770617
SEGMENTO_004|RUC|2001681016|CLIENT_00750|HABIDO|ACTIVO|LA LIBERTAD|Trujillo|Trujillo|917238048
SEGMENTO_004|RUC|2091789509|CLIENT_00886|HABIDO|ACTIVO|CALLAO|Prov. Const. del Callao|Callao|944608573
SEGMENTO_004|RUC|2070698896|CLIENT_00456|HABIDO|ACTIVO|LIMA|Lima|Lince|944895620
SEGMENTO_004|RUC|2083625607|CLIENT_00352|HABIDO|ACTIVO|LIMA|Lima|Miraflores|936187707
SEGMENTO_004|RUC|2007701500|CLIENT_00007|HABIDO|ACTIVO|LIMA|Lima|Villa El Salvador|931103143
SEGMENTO_004|RUC|2069458837|CLIENT_00566|HABIDO|ACTIVO|CUSCO|Cusco|Wanchaq|945894765
SEGMENTO_004|RUC|2096148900|CLIENT_00810|HABIDO|ACTIVO|LIMA|Lima|Comas|941835249
SEGMENTO_004|RUC|2043951639|CLIENT_00898|HABIDO|ACTIVO|LIMA|Lima|San Isidro|914890912
SEGMENTO_004|RUC|2004670915|CLIENT_00592|HABIDO|ACTIVO|CALLAO|Prov. Const. del Callao|Bellavista|916657082
SEGMENTO_004|RUC|2020901478|CLIENT_00179|HABIDO|ACTIVO|UCAYALI|Coronel Portillo|Manantay|925218863
SEGMENTO_004|RUC|2037323316|CLIENT_00110|HABIDO|ACTIVO|LA LIBERTAD|Pacasmayo|Guadalupe|917855522
SEGMENTO_004|RUC|2079494682|CLIENT_00959|HABIDO|ACTIVO|LIMA|Lima|Lima|931496500
SEGMENTO_004|RUC|2051560969|CLIENT_00910|HABIDO|ACTIVO|LIMA|Lima|La Victoria|920941131
SEGMENTO_004|RUC|2054885131|CLIENT_00758|HABIDO|ACTIVO|LIMA|Lima|Miraflores|914861252
SEGMENTO_004|RUC|2032321899|CLIENT_00907|HABIDO|ACTIVO|PIURA|Paita|Paita|936908106
SEGMENTO_002|RUC|2096223281|CLIENT_00078|HABIDO|ACTIVO|LA LIBERTAD|Trujillo|Huanchaco|946157815
SEGMENTO_004|RUC|2075649292|CLIENT_00761|HABIDO|ACTIVO|PIURA|Piura|Piura|920410380
SEGMENTO_004|RUC|2063051543|CLIENT_00629|HABIDO|ACTIVO|LIMA|Lima|La Molina|902407545
SEGMENTO_004|RUC|2059396553|CLIENT_00171|HABIDO|ACTIVO|LIMA|Lima|San Isidro|910635079
SEGMENTO_004|RUC|2002205885|CLIENT_00974|HABIDO|ACTIVO|LA LIBERTAD|Trujillo|Trujillo|946993592
SEGMENTO_004|RUC|2080122729|CLIENT_00270|HABIDO|ACTIVO|ANCASH|Santa|Chimbote|925764678
SEGMENTO_002|RUC|2028148322|CLIENT_00798|HABIDO|ACTIVO|JUNIN|Huancayo|El Tambo|947121375
SEGMENTO_004|RUC|2078299854|CLIENT_00460|HABIDO|ACTIVO|LIMA|Lima|Carabayllo|910361383
SEGMENTO_002|RUC|2078929230|CLIENT_00522|HABIDO|ACTIVO|LIMA|Lima|Villa El Salvador|940894153
SEGMENTO_004|RUC|2045855183|CLIENT_00181|HABIDO|ACTIVO|LIMA|Lima|Ate|942509923
SEGMENTO_004|RUC|2018501249|CLIENT_00107|HABIDO|ACTIVO|LIMA|Lima|Surquillo|914940186
SEGMENTO_004|RUC|2075863671|CLIENT_00860|HABIDO|ACTIVO|LIMA|Lima|La Victoria|940168863
SEGMENTO_004|RUC|2018744971|CLIENT_00926|HABIDO|ACTIVO|LIMA|Lima|Miraflores|931125503
SEGMENTO_004|RUC|2035559917|CLIENT_00985|HABIDO|ACTIVO|PIURA|Piura|Piura|936384652
SEGMENTO_004|RUC|2054335919|CLIENT_00098|HABIDO|ACTIVO|LIMA|Lima|Lima|916120888
SEGMENTO_004|RUC|2006706420|CLIENT_00618|HABIDO|ACTIVO|LIMA|Lima|San Juan de Lurigancho|947318734
SEGMENTO_004|RUC|2067617220|CLIENT_00473|HABIDO|ACTIVO|ANCASH|Santa|Nuevo Chimbote|941392961
SEGMENTO_004|RUC|2002509216|CLIENT_00632|HABIDO|ACTIVO|PIURA|Piura|Castilla|902737812
SEGMENTO_004|RUC|2005956371|CLIENT_00911|HABIDO|ACTIVO|LIMA|Lima|San Juan de Miraflores|941386905
SEGMENTO_004|RUC|2079513695|CLIENT_00366|HABIDO|ACTIVO|ANCASH|Santa|Chimbote|928917826
SEGMENTO_004|RUC|2031569282|CLIENT_00055|HABIDO|ACTIVO|CALLAO|Prov. Const. del Callao|Callao|910448647
SEGMENTO_004|RUC|2065299671|CLIENT_00567|HABIDO|BAJA DE OFICIO|CUSCO|Cusco|Wanchaq|901690152
SEGMENTO_004|RUC|2062557489|CLIENT_00942|HABIDO|ACTIVO|LIMA|Lima|Lima|937464608
SEGMENTO_004|RUC|2020585312|CLIENT_00189|HABIDO|ACTIVO|AREQUIPA|Arequipa|Jacobo Hunter|901029705
SEGMENTO_004|RUC|2008001207|CLIENT_00593|HABIDO|SUSPENSION TEMPORAL|LIMA|Lima|La Victoria|928717553
SEGMENTO_004|RUC|2097713662|CLIENT_00685|HABIDO|ACTIVO|LIMA|Lima|Pueblo Libre|942811387
SEGMENTO_004|RUC|2074167428|CLIENT_00982|HABIDO|ACTIVO|LIMA|Lima|Santiago de Surco|930670627
SEGMENTO_004|RUC|2039863336|CLIENT_00791|HABIDO|ACTIVO|AREQUIPA|Arequipa|Cerro Colorado|920438333
SEGMENTO_004|RUC|2038577653|CLIENT_00409|HABIDO|ACTIVO|UCAYALI|Coronel Portillo|Calleria|901712810
SEGMENTO_004|RUC|2007283332|CLIENT_00493|HABIDO|BAJA DE OFICIO|UCAYALI|Coronel Portillo|Calleria|937885760
SEGMENTO_002|RUC|2027501843|CLIENT_00533|HABIDO|ACTIVO|LIMA|Lima|Chorrillos|910089816
SEGMENTO_004|RUC|2022213767|CLIENT_00116|HABIDO|ACTIVO|LIMA|Lima|San Isidro|944657139
SEGMENTO_004|RUC|2031091013|CLIENT_00196|HABIDO|ACTIVO|PIURA|Sullana|Bellavista|925612896
SEGMENTO_004|RUC|2035737939|CLIENT_00788|HABIDO|SUSPENSION TEMPORAL|JUNIN|Huancayo|El Tambo|917763111
SEGMENTO_004|RUC|2024257504|CLIENT_00509|HABIDO|ACTIVO|LIMA|Lima|Lima|925489200
SEGMENTO_004|RUC|2041264624|CLIENT_00040|NO HABIDO|BAJA DE OFICIO|AREQUIPA|Arequipa|Arequipa|940256546
SEGMENTO_004|RUC|2099913198|CLIENT_00654|HABIDO|ACTIVO|LIMA|Lima|La Molina|929320677
SEGMENTO_004|RUC|2022643357|CLIENT_00298|HABIDO|ACTIVO|AREQUIPA|Arequipa|Arequipa|917788228
SEGMENTO_004|RUC|2086007246|CLIENT_00809|HABIDO|ACTIVO|LIMA|Lima|Miraflores|945315525
SEGMENTO_002|RUC|2006121666|CLIENT_00662|HABIDO|ACTIVO|LIMA|Lima|Lima|931207641
SEGMENTO_004|RUC|2069910455|CLIENT_00192|HABIDO|ACTIVO|LIMA|Lima|Santiago de Surco|942635343
SEGMENTO_004|RUC|2044236396|CLIENT_00833|HABIDO|ACTIVO|LIMA|Lima|San Borja|941981318
SEGMENTO_004|RUC|2002271273|CLIENT_00273|HABIDO|ACTIVO|LIMA|Lima|Santiago de Surco|941831957
SEGMENTO_004|RUC|2014709746|CLIENT_00875|HABIDO|ACTIVO|LIMA|Lima|Lima|902936870
SEGMENTO_004|RUC|2088087005|CLIENT_00689|HABIDO|ACTIVO|LA LIBERTAD|Trujillo|Trujillo|917121348
SEGMENTO_004|RUC|2052323757|CLIENT_00530|HABIDO|ACTIVO|LIMA|Lima|San Isidro|917722311
SEGMENTO_004|RUC|2050334437|CLIENT_00131|HABIDO|ACTIVO|LIMA|Lima|San Miguel|902075482
SEGMENTO_004|RUC|2012621430|CLIENT_00065|HABIDO|ACTIVO|LIMA|Lima|San Isidro|947606840
SEGMENTO_004|RUC|2045121201|CLIENT_00767|HABIDO|ACTIVO|LIMA|Lima|La Victoria|941046496
SEGMENTO_004|RUC|2009737179|CLIENT_00686|HABIDO|BAJA DE OFICIO|LIMA|Lima|Lima|941899418
SEGMENTO_004|RUC|2015571136|CLIENT_00819|HABIDO|ACTIVO|LIMA|Lima|Villa María del Triunfo|944027760
SEGMENTO_004|RUC|2097496783|CLIENT_00785|HABIDO|ACTIVO|LAMBAYEQUE|Chiclayo|La Victoria|928927180
SEGMENTO_004|RUC|2097519862|CLIENT_00745|HABIDO|ACTIVO|PIURA|Piura|Veintiseis de Octubre|925126349
SEGMENTO_004|RUC|2028857166|CLIENT_00631|HABIDO|ACTIVO|LIMA|Lima|Comas|947851494
SEGMENTO_004|RUC|2069655698|CLIENT_00548|HABIDO|ACTIVO|AREQUIPA|Arequipa|Yanahuara|902862493
SEGMENTO_002|RUC|1042311948|CLIENT_00722|HABIDO|ACTIVO|LIMA|Lima|Independencia|925412024
SEGMENTO_004|RUC|2092536593|CLIENT_00425|HABIDO|ACTIVO|LIMA|Lima|La Victoria|902714903
SEGMENTO_004|RUC|2009056636|CLIENT_00705|NO HABIDO|SUSPENSION TEMPORAL|LIMA|Lima|Santiago de Surco|936455310
SEGMENTO_004|RUC|2069507116|CLIENT_00675|HABIDO|ACTIVO|SAN MARTIN|Rioja|Rioja|940794042
SEGMENTO_004|RUC|2013392711|CLIENT_00135|HABIDO|ACTIVO|LIMA|Lima|San Borja|916821425
SEGMENTO_004|RUC|2029619768|CLIENT_00671|HABIDO|ACTIVO|LIMA|Lima|Lince|928543386
SEGMENTO_004|RUC|2033646347|CLIENT_00497|HABIDO|ACTIVO|LA LIBERTAD|Trujillo|Trujillo|901371816
SEGMENTO_004|RUC|2083952379|CLIENT_00646|HABIDO|ACTIVO|LA LIBERTAD|Trujillo|Trujillo|929948330
SEGMENTO_004|RUC|2088594219|CLIENT_00472|HABIDO|ACTIVO|CALLAO|Prov. Const. del Callao|Callao|910829214
SEGMENTO_004|RUC|2076815007|CLIENT_00152|HABIDO|ACTIVO|JUNIN|Huancayo|Huancayo|946038151
SEGMENTO_004|RUC|2003216433|CLIENT_00243|HABIDO|ACTIVO|CALLAO|Prov. Const. del Callao|Ventanilla|945736421
SEGMENTO_004|RUC|2033935445|CLIENT_00287|HABIDO|ACTIVO|LIMA|Lima|San Borja|946791266
SEGMENTO_002|RUC|2039754476|CLIENT_00765|HABIDO|ACTIVO|LIMA|Lima|Surquillo|916580756
SEGMENTO_004|RUC|2024298306|CLIENT_00511|HABIDO|ACTIVO|LIMA|Lima|San Juan de Lurigancho|929341306
SEGMENTO_004|RUC|2007346444|CLIENT_00407|HABIDO|ACTIVO|LIMA|Lima|Chorrillos|941596809
SEGMENTO_004|RUC|2058262861|CLIENT_00231|HABIDO|ACTIVO|LA LIBERTAD|Trujillo|Trujillo|940363455
SEGMENTO_004|RUC|2018488844|CLIENT_00289|HABIDO|ACTIVO|LIMA|Lima|Los Olivos|925089629
